track_point_id, lat, lng, lift, radius, r2
595,46.490215609204576,11.761325017056475,4.259811648419101,57.63812605101191,0.6534147531551455
596,46.492162715864694,11.761730033203271,40.084986709668165,149.85622115902117,0.7207714901852035
597,46.49105326188638,11.761403347888193,7.4840575046620215,115.48189952278463,0.6949697227404208
598,46.48998927966518,11.761235947773086,3.2098700009958003,41.89756360740176,0.8767838377247943
599,46.490128290985695,11.760978717404491,2.5262404975589132,68.75532649595635,0.8716137412340571
600,46.48992215084207,11.761286520568584,6.060434158071677,27.933082303911437,0.8632731703551995
601,46.48990901509037,11.761306752827211,14.647931044129328,21.522558899289862,0.807543926151314
642,46.48967579327982,11.761217300372396,880.2468654795986,26.177599194464847,0.7569729765643112
643,46.48968804836815,11.761214830587136,1236.236497210701,25.58768693042202,0.7521752661489715
644,46.489700549887985,11.761285035455742,255.65376474003165,26.70702606562363,0.7456868238489962
645,46.48969944524105,11.761470039710204,14.174595611991807,30.79603490482116,0.8609934609246817
646,46.48968253847687,11.76162146910179,6.666962445543209,30.10896933895105,0.9518513748359985
647,46.489670128659434,11.761680421726874,5.6589567942612895,29.12402405892382,0.8545224352160944
648,46.48966793534077,11.761754022552026,2.985508865274206,33.74476420925304,0.82764488882797
649,46.48966027747197,11.761814183183159,2.4411942197139145,35.07184953695731,0.6713507215247865
650,46.489675015693486,11.76187274796179,1.6334753037136793,51.286159729786284,0.693215773696782
652,46.48993812769165,11.761890017738734,1.6808947857167025,89.01232320124059,0.7168477532119768
653,46.4918497132818,11.762710326631435,5.570660393147024,216.40093927408233,0.8014235755986538
654,46.49200314911549,11.762748386322112,6.274909116696948,221.87265291788552,0.8340915315002426
655,46.490146530840946,11.76194001319034,1.8884539585289657,108.81515950605201,0.8002710446564862
656,46.489929333428265,11.761777717646627,1.6326831346545745,88.34711100624217,0.7365264887108189
657,46.4898095913028,11.761829367393318,1.7615865815859153,66.25596676183154,0.6754370168641846
683,46.48917945779615,11.765232408305168,93.93112384549586,103.0494690199386,0.6922933051181832
684,46.4896241531412,11.7630354371164,5.926988050299637,41.440560336157226,0.8109658284945516
685,46.48966619005095,11.76282478328538,9.707786717729025,29.395767839196573,0.8437714062061524
686,46.489684488143574,11.762724777470243,41.49866697729471,21.141099431607202,0.8412153518404977
687,46.489721230925205,11.762734237574813,10.068951568482039,25.577267935772905,0.6885124865149196
688,46.489776733450284,11.762726076791443,3.4681272613497782,30.83655308057799,0.8070141053481501
689,46.49000060393862,11.76282219539905,1.4456051356351518,50.15929060148717,0.775724493230826
701,46.488601886633326,11.766015105158335,17.4021030306258,146.12325597509968,0.7603571079683532
702,46.48956770609604,11.763066788843796,1.5990329326847053,38.18246443756727,0.756473513762564
